id,dep_delayed_15min
0,0.02647271517221657
1,0.05230910276177191
2,0.03416315954894751
3,0.46859486259158467
4,0.5021980765844528
5,0.06717321254340858
6,0.08393031377831792
7,0.39692634265391535
8,0.25398947499828833
9,0.22171563389756854
10,0.47891549609092
11,0.37498865508363083
12,0.1457772897420483
13,0.13005033211814104
14,0.08155312064209302
15,0.2278017962993014
16,0.1376637946621542
17,0.35891455767169833
18,0.5036351966895524
19,0.01563835483701508
20,0.1960056501550685
21,0.10418880709239489
22,0.48029865581966147
23,0.248449646735624
24,0.2449848505620981
25,0.3779633688273491
26,0.03655394786942826
27,0.04023269271539819
28,0.385686469951636
29,0.18475566817640157
30,0.2183689068096968
31,0.5276159289000961
32,0.0380058968358516
33,0.37429386360767336
34,0.5066261685852441
35,0.33905702882989297
36,0.21437775085134303
37,0.2950042302008947
38,0.16347820106936295
39,0.3053975622326811
40,0.16308355350226522
41,0.07503785446650131
42,0.14284635961009964
43,0.27915496093829845
44,0.14693417053253297
45,0.34544229785599384
46,0.006508934077613794
47,0.1107077154402331
48,0.7958167610143113
49,0.09071830183501924
50,0.6801113629503145
51,0.04425603690654401
52,0.2568299233450611
53,0.6045460993114485
54,0.08692924462660735
55,0.16471393988768307
56,0.23018907237791741
57,0.4960653007859311
58,0.12914308875378075
59,0.3196399512533325
60,0.1239862601777892
61,0.17274283528036904
62,0.08676396007542268
63,0.19719035438127094
64,0.38154397473346935
65,0.1833978613177093
66,0.031474394557932085
67,0.1000302075215606
68,0.2810916231428476
69,0.3432067666377614
70,0.0832754670020193
71,0.40189992513357
72,0.4908152430512997
73,0.07909058895099859
74,0.8845774551828041
75,0.3185948626273118
76,0.17021785270874448
77,0.10689412518391878
78,0.18016027233444645
79,0.2614388432295756
80,0.15240636803942126
81,0.46929767015262996
82,0.09288656520034541
83,0.08692884228985717
84,0.07054342477858458
85,0.04853709230771894
86,0.17573648816499085
87,0.3129854182375782
88,0.4068687465338954
89,0.23164037227141343
90,0.13623557984167903
91,0.07810825616959267
92,0.398904583667992
93,0.3305683965454745
94,0.24833616091054497
95,0.07507734920592947
96,0.3378904717811781
97,0.16030685973441358
98,0.2123312687303413
99,0.59859111472421
100,0.2699864511506505
101,0.21832177570889502
102,0.065706284099818
103,0.23047263990566347
104,0.005374756825879827
105,0.2815661406520185
106,0.3925597278103905
107,0.06573078559099815
108,0.12487039049019037
109,0.1594326942545987
110,0.1412590339248504
111,0.12287127542945504
112,0.8822609150394022
113,0.03651232360618034
114,0.033725009942484216
115,0.15353380522545185
116,0.1038416178634216
117,0.5850895151615445
118,0.17424350767943664
119,0.20881206832644444
120,0.31627318010389527
121,0.2134887029189706
122,0.15415581195591424
123,0.07328872058113567
124,0.23540275368888472
125,0.046151141570395356
126,0.11491249543967494
127,0.10055612710312824
128,0.1606310184848022
129,0.5867499151305179
130,0.15585244414061686
131,0.16268947402592984
132,0.13842379841301194
133,0.33470593964801265
134,0.08863458987248643
135,0.14184989125387357
136,0.5489335995158788
137,0.22244295580299533
138,0.021673843019137686
139,0.10938121694743391
140,0.48395023493459655
141,0.5636806532103251
142,0.6862311445640054
143,0.09999662867483793
144,0.08831736682524617
145,0.09366577712314979
146,0.3508388922426239
147,0.1868967062903023
148,0.040590822091419156
149,0.4975706904966042
150,0.5560872456940483
151,0.22200375883790122
