id,dep_delayed_15min
0,0.019792721841717643
1,0.03511551155233219
2,0.02611097943630454
3,0.40303575324229396
4,0.36775327414590314
5,0.049515508689908484
6,0.06759289235345782
7,0.3424387198750545
8,0.3024120495425563
9,0.3448434899916315
10,0.4573817855797454
11,0.3572030504920777
12,0.22539156486074682
13,0.10004259290716397
14,0.09978556245069022
15,0.2573093294642114
16,0.13888638929345218
17,0.3366635896758397
18,0.49687133973495895
19,0.018030133744066656
20,0.20679907449539406
21,0.06206719437714142
22,0.4365543745311728
23,0.21904937268429395
24,0.2569142562534981
25,0.3314455989147158
26,0.039011236463070934
27,0.03824167078094666
28,0.4485574256653104
29,0.23145278679886958
30,0.33946088662570006
31,0.5851078665959939
32,0.07609192312123503
33,0.28829628415249514
34,0.45583927450386585
35,0.42277703084927526
36,0.20687855529151666
37,0.29489139762825073
38,0.15893397962833927
39,0.31721329012744864
40,0.18956649674258716
41,0.076889670366002
42,0.143735929166376
43,0.3111713615415563
44,0.100020306704432
45,0.2975756577462163
46,0.005466895675318743
47,0.17522639547211163
48,0.6753887296604648
49,0.09010189734866704
50,0.6719277240102155
51,0.03994339598339137
52,0.16470540382074014
53,0.6368568762143112
54,0.15420715682416616
55,0.12732341229542316
56,0.2796175910328274
57,0.41929060523272116
58,0.08934027186888671
59,0.3804064954172133
60,0.1162812338993678
61,0.17436809128584857
62,0.09771092956282144
63,0.20529514078736558
64,0.355391391645744
65,0.14490329624192438
66,0.024722178006415668
67,0.07760228301482464
68,0.2891379353930164
69,0.3400052422763408
70,0.06813998780819777
71,0.5106407022981456
72,0.4722971732639383
73,0.3671790775083492
74,0.855615500528404
75,0.32875648012188463
76,0.12710624175293436
77,0.08717227890961302
78,0.18063548493232187
79,0.1708563159715524
80,0.175423351931486
81,0.36183124253337484
82,0.10598722801180058
83,0.08472804182122538
84,0.09269443887889019
85,0.03866188701318569
86,0.1429238370704598
87,0.2410137853478687
88,0.34358994714988406
89,0.3048684467017554
90,0.13415688043638466
91,0.07641927214013697
92,0.34926802759833264
93,0.23519584498630172
94,0.23429293803763232
95,0.08944321576434014
96,0.3902760634605327
97,0.13632492780899272
98,0.21860501877452115
99,0.4343367335839007
100,0.27220488495127243
101,0.2072298965476172
102,0.06149258533668134
103,0.24431043279997094
104,0.006487202084912512
105,0.24247398521236796
106,0.4094772749834647
107,0.06839569482121337
108,0.15495954238126053
109,0.2739840645805038
110,0.18254148915625726
111,0.12284967992258139
112,0.8546588538248314
113,0.05521151835730806
114,0.025381914583002194
115,0.12148918931131544
116,0.08861274386376365
117,0.5491556514246992
118,0.11557076317308879
119,0.16065768653024542
120,0.35884409853791055
121,0.17413304881026234
122,0.14254074867458402
123,0.06847088108787062
124,0.20478317503501794
125,0.03382498514655052
126,0.09107143945330241
127,0.07706365471772246
128,0.13721463967372757
129,0.5857244607607126
130,0.15059839804909758
131,0.18807535469140452
132,0.10762039712548799
133,0.30361569344151224
134,0.06862751253585518
135,0.16507905841157713
136,0.45601640591293807
137,0.220167894025388
138,0.01986485166054023
139,0.10844656653063757
140,0.4768694170442466
141,0.5299564505835043
142,0.3145799800458586
143,0.12526370693969996
144,0.1592762717402158
145,0.09908498936014083
146,0.39822053017437337
147,0.21474108749471313
148,0.0473722090128063
149,0.36184559639553077
150,0.6589801482399282
151,0.22117615263695137
